club_speed_mph,ball_speed_mph,smash_factor,attack_angle_deg,launch_angle_deg,spin_rate_rpm,club_path_deg,face_to_path_deg,offline_yards,carry_yards,good_shot
86.15,120.45,1.383,3.0,13.95,2463,1.19,7.0,25.4,279.4,0
101.32,146.79,1.427,-0.38,16.75,2188,-4.49,1.05,-10.0,330.0,1
96.88,147.87,1.49,5.9,15.55,1499,1.77,-1.84,-0.3,330.0,1
114.78,164.51,1.412,0.7,12.64,2927,1.89,-3.24,-13.4,330.0,0
98.61,142.01,1.464,0.2,10.46,2375,3.74,-0.81,-0.5,325.7,0
113.34,160.05,1.432,2.95,19.3,2047,6.35,-2.35,10.5,330.0,1
91.17,135.68,1.49,-4.01,8.51,2348,-5.08,1.17,4.1,306.7,1
104.7,153.67,1.479,-0.87,10.52,2843,-1.17,1.13,6.0,330.0,1
102.56,141.6,1.408,4.44,16.27,2952,-2.23,-1.16,-4.4,330.0,0
93.05,132.87,1.44,-3.71,6.13,2641,0.52,4.96,17.0,296.5,0
101.42,152.22,1.513,4.85,18.52,2212,0.04,-1.84,5.6,330.0,1
109.7,159.97,1.474,6.03,16.98,2720,-0.7,-0.3,2.9,330.0,1
97.41,132.29,1.366,0.39,15.83,1762,3.08,1.6,4.8,313.7,1
86.46,131.72,1.489,2.38,15.51,3343,-3.3,2.23,-4.6,302.4,0
99.86,138.8,1.385,4.86,14.22,3408,-3.12,3.19,10.8,330.0,0
92.78,148.57,1.535,0.1,9.85,1400,-3.07,1.07,-0.3,330.0,1
97.26,147.43,1.511,4.1,14.02,2310,-1.08,2.63,-0.7,330.0,1
99.35,145.06,1.467,-0.51,9.89,2307,-3.69,-1.66,-7.7,323.9,1
86.35,126.04,1.459,0.07,14.48,2477,-0.15,2.3,6.2,292.2,1
87.07,125.81,1.437,-0.9,15.11,2466,-0.5,2.26,10.5,291.3,0
103.86,155.91,1.491,2.53,18.32,2814,-2.36,3.78,13.1,330.0,1
95.82,142.0,1.428,4.97,15.86,2251,2.62,-4.17,-15.1,330.0,1
79.48,114.26,1.464,0.95,16.11,2133,-0.18,-2.27,-4.4,271.1,0
106.28,161.81,1.502,-2.31,11.3,2661,3.19,2.06,8.0,330.0,1
102.18,145.23,1.416,-1.75,10.95,2937,-0.59,-6.63,-26.5,330.0,1
94.29,129.31,1.413,2.68,15.36,1906,-0.07,1.23,1.0,311.1,1
89.47,125.24,1.378,7.03,14.3,1437,-1.69,2.65,14.0,301.4,0
106.69,151.05,1.386,2.68,14.75,3336,-0.02,-1.44,-6.8,330.0,1
102.79,135.63,1.34,0.34,9.94,2291,2.14,-1.08,7.0,314.8,0
119.06,177.83,1.494,3.8,11.68,2310,-1.23,-2.69,-0.2,330.0,0
103.36,155.9,1.55,0.78,15.18,2374,1.56,-1.3,-7.1,330.0,1
103.1,155.17,1.536,0.37,15.79,2825,-2.44,-1.23,-24.8,330.0,1
98.66,136.06,1.352,-1.38,9.56,3480,2.28,-1.71,3.0,330.0,1
106.53,157.94,1.493,5.73,17.02,2517,-1.74,-1.84,-10.6,330.0,0
105.0,158.44,1.535,-6.0,9.3,2277,2.56,-0.68,-4.5,330.0,1
110.01,157.08,1.423,3.89,14.41,1744,0.18,-0.71,-5.8,330.0,0
95.83,138.23,1.456,0.11,17.29,2414,4.56,4.69,19.4,326.1,0
96.52,127.14,1.33,0.27,15.52,2463,-3.46,-0.99,0.2,309.7,1
96.17,142.83,1.466,6.58,17.69,1431,-4.43,0.86,-1.3,330.0,1
106.33,144.48,1.386,-0.64,18.5,3007,-1.85,-1.44,0.4,330.0,1
111.99,161.46,1.462,-0.54,10.7,2144,-4.15,-1.47,-7.2,330.0,1
96.33,131.04,1.356,1.11,10.43,3205,-4.15,-4.26,-21.7,309.0,0
96.6,145.64,1.483,2.74,11.79,3255,1.86,-3.93,-13.9,330.0,0
102.51,158.04,1.511,0.17,12.3,2478,-0.01,-3.02,-7.2,330.0,0
98.03,135.88,1.403,-3.22,4.81,2991,-1.44,0.46,4.8,309.2,1
107.62,151.05,1.382,-1.1,11.99,2111,-1.16,2.69,14.0,330.0,1
81.99,106.31,1.321,5.34,13.24,2560,-1.79,-4.47,-19.4,247.8,0
93.39,138.48,1.434,1.72,15.95,2272,4.95,-1.37,2.2,330.0,1
93.74,129.82,1.415,2.85,15.06,1940,-2.21,-3.42,-11.1,320.8,1
81.44,113.83,1.357,0.72,11.45,2427,-3.97,-0.66,-9.4,267.6,1
92.29,134.69,1.477,-0.48,14.6,2419,2.39,2.69,5.5,320.7,1
92.68,136.92,1.423,6.53,17.46,2062,-0.65,-1.12,-9.5,330.0,1
98.39,137.79,1.385,0.94,11.02,2971,6.12,-0.12,5.5,320.4,0
108.9,151.75,1.417,0.17,11.58,2236,-1.58,3.64,14.8,330.0,0
98.04,147.15,1.514,4.79,8.0,3093,2.54,1.14,14.6,330.0,1
91.75,138.31,1.486,-0.67,9.49,2044,3.25,-1.9,-10.9,322.0,0
99.54,146.19,1.442,-0.28,10.67,3344,-1.56,0.4,-4.1,330.0,0
108.39,161.02,1.487,1.53,13.76,2051,-2.23,-2.07,-12.1,330.0,1
92.19,127.37,1.38,1.5,10.69,2509,2.22,1.05,11.1,297.1,0
92.72,136.51,1.452,2.28,12.26,2243,1.72,1.29,3.4,330.0,1
104.47,152.73,1.459,7.78,12.05,1979,-4.23,-3.42,-19.6,330.0,0
98.23,136.43,1.422,2.51,14.39,2810,-3.39,0.44,-11.0,318.1,1
105.18,153.23,1.476,-5.63,12.31,3613,-7.61,-0.29,-7.3,330.0,1
99.89,140.75,1.403,2.48,15.07,2987,1.79,1.36,5.9,330.0,1
105.61,159.41,1.481,1.61,13.6,2321,-0.79,2.08,2.4,330.0,0
91.72,140.07,1.483,1.63,8.95,2585,-0.49,1.19,2.0,320.4,1
99.9,129.32,1.275,2.24,11.92,2114,-5.07,-0.76,-2.0,308.3,0
98.31,150.3,1.521,1.41,12.27,2069,-3.29,2.33,-1.8,330.0,1
90.27,116.26,1.267,1.34,12.26,2004,-1.43,-2.18,-14.4,276.7,1
87.49,121.96,1.413,3.34,14.39,2203,-2.02,-3.3,-6.5,285.8,0
105.49,159.06,1.512,-0.13,17.23,2720,0.35,-7.0,-23.6,330.0,0
97.19,137.02,1.431,-1.34,14.97,1820,1.75,-0.18,5.5,330.0,0
91.82,121.94,1.362,8.0,12.84,2099,6.81,-2.05,3.4,301.4,0
99.23,138.21,1.384,-0.65,14.81,3321,-0.06,0.99,3.2,326.2,1
109.02,165.27,1.512,1.8,15.55,2997,3.35,-4.93,-15.3,330.0,1
81.75,110.84,1.335,-2.99,9.54,2516,-2.49,-1.62,-3.7,264.7,1
88.03,134.97,1.518,1.85,16.19,1860,-5.02,1.18,5.1,321.0,1
92.62,134.59,1.447,-1.3,12.06,2885,-1.06,-2.57,-3.8,324.1,1
111.69,155.35,1.378,0.17,8.83,1547,-4.79,1.02,-9.3,330.0,1
102.26,144.59,1.415,4.64,15.99,2821,0.04,-1.39,3.0,330.0,1
106.14,148.46,1.389,2.92,14.67,2329,-2.34,-0.08,-5.2,330.0,1
90.88,134.68,1.502,3.21,13.44,3232,-5.86,1.49,-6.4,312.1,1
91.04,136.94,1.494,-3.81,11.55,2052,5.21,2.38,13.6,323.5,0
103.58,141.18,1.347,7.01,13.3,2593,-1.61,0.23,3.9,330.0,1
100.47,141.57,1.426,-2.08,14.1,2679,-4.91,-2.04,-9.8,330.0,1
104.39,146.09,1.398,6.09,15.0,2086,2.69,-1.15,-2.3,330.0,1
98.5,148.91,1.528,4.56,15.1,1710,-2.19,1.59,8.0,330.0,0
102.23,138.63,1.369,3.23,15.2,2674,3.27,-2.55,-4.2,323.5,1
101.26,153.77,1.546,-1.06,9.16,2968,-2.2,-0.45,-7.6,330.0,1
106.22,156.97,1.448,1.95,11.0,3286,-1.62,-0.96,-9.6,330.0,1
106.46,149.6,1.38,0.09,6.4,3048,1.03,-0.26,2.8,330.0,0
87.04,124.02,1.409,1.59,15.25,2238,1.78,-2.52,-7.2,292.1,1
82.02,119.92,1.402,0.75,9.63,2103,2.31,-4.63,-21.7,291.0,0
108.01,147.89,1.374,-4.62,11.78,2261,-0.27,1.3,9.3,330.0,1
109.5,166.98,1.456,4.87,15.82,2971,1.59,2.41,7.5,330.0,1
91.84,125.83,1.376,1.26,15.25,2174,2.24,-4.48,-3.4,314.2,1
85.12,112.93,1.319,0.05,9.4,3263,0.6,0.92,-4.5,269.3,0
100.79,142.86,1.427,-0.18,12.74,2847,-0.43,2.71,7.9,330.0,1
107.45,145.11,1.342,2.58,18.91,2594,-4.34,1.49,-4.2,330.0,1
114.38,162.78,1.405,-1.18,17.73,2533,1.8,-1.04,-7.3,330.0,1
104.13,145.02,1.395,-5.27,14.12,3213,0.13,-2.36,-11.0,330.0,1
97.03,140.06,1.398,2.72,14.96,2430,-1.24,0.2,9.8,328.0,1
92.85,144.52,1.55,3.06,11.05,2250,3.83,0.62,7.6,330.0,1
100.09,146.15,1.453,0.9,15.47,2859,-4.28,0.24,-9.1,330.0,1
97.61,140.69,1.465,-1.94,11.85,2652,4.93,-0.45,-6.6,328.2,1
91.88,124.48,1.343,1.77,15.3,2135,-0.07,-2.71,-19.9,296.3,1
116.39,163.86,1.411,-2.89,10.09,3044,0.95,1.06,1.6,330.0,0
114.28,165.66,1.463,-1.58,11.93,2666,-1.19,1.18,-1.1,330.0,1
109.09,149.53,1.389,-0.75,13.23,2865,-5.0,0.5,-5.6,330.0,1
92.63,146.04,1.504,4.03,15.15,2154,-0.42,0.28,-13.2,330.0,0
106.84,146.55,1.378,0.41,14.63,2031,1.0,4.2,15.3,330.0,1
105.12,146.97,1.433,0.16,11.32,3371,2.03,-1.56,3.1,330.0,1
103.54,144.75,1.415,7.36,11.55,2854,-0.59,3.2,20.2,330.0,1
110.0,160.45,1.46,2.56,18.77,2844,-6.58,-1.84,-25.7,330.0,0
105.08,149.7,1.412,2.52,21.35,2274,-4.62,2.77,-0.7,330.0,0
105.92,153.25,1.434,0.39,14.48,2441,6.16,3.08,13.1,330.0,0
105.1,152.59,1.436,-0.29,8.93,3239,-3.28,-0.73,-5.6,330.0,0
102.73,142.81,1.406,-5.06,8.91,2744,4.28,4.15,12.4,326.1,0
85.73,127.66,1.479,4.41,16.07,2051,-2.8,1.17,10.8,313.4,0
100.67,145.22,1.464,2.84,18.02,3272,-0.55,-2.19,-8.1,330.0,1
95.55,136.49,1.445,0.96,9.7,2521,1.88,-0.94,-1.8,318.8,1
89.76,125.54,1.424,1.09,13.01,3330,-2.46,2.83,16.5,294.3,1
113.45,166.96,1.498,3.71,14.89,1748,4.78,2.31,13.7,330.0,1
113.83,166.11,1.436,-3.16,14.49,3023,0.23,-2.65,-6.6,330.0,1
110.87,160.45,1.432,-0.27,11.87,3548,1.38,-0.35,-4.1,330.0,1
102.04,151.04,1.456,-1.91,7.64,2728,-0.8,0.51,-7.4,330.0,1
110.81,171.85,1.55,6.81,17.25,2072,1.98,-1.27,-5.7,330.0,1
100.1,139.03,1.37,4.13,17.82,1827,4.74,5.89,39.4,330.0,0
101.62,147.64,1.496,-5.11,10.96,3394,-0.39,0.58,5.4,330.0,1
91.25,124.11,1.336,-3.04,13.15,2436,5.19,-0.15,7.3,299.2,1
103.18,151.39,1.463,1.1,11.96,2491,-1.83,2.98,2.4,330.0,1
100.48,156.76,1.545,0.08,10.49,2040,2.29,-0.91,5.0,330.0,0
89.58,133.47,1.479,-2.47,15.21,3449,1.47,2.52,2.4,315.5,0
99.59,142.96,1.46,7.33,16.73,2680,-3.21,-4.17,-27.8,330.0,0
99.36,136.99,1.416,2.44,15.32,2440,0.64,-1.13,-6.6,330.0,1
114.38,164.28,1.452,2.92,18.53,1905,0.02,2.62,20.9,330.0,0
107.15,155.16,1.435,-0.58,9.63,3326,-2.56,3.93,22.1,330.0,1
100.09,142.14,1.403,3.67,12.63,2215,1.07,-1.93,-8.2,330.0,0
101.99,142.69,1.433,0.36,13.6,2081,0.44,-2.22,-11.3,330.0,1
100.35,144.25,1.462,0.65,11.53,1768,-0.22,1.42,-5.1,327.8,0
98.38,136.31,1.404,3.33,16.52,2109,-0.21,-1.56,-5.2,323.5,0
91.34,127.13,1.402,-3.39,11.25,2149,-0.27,-0.67,-1.7,311.6,1
98.79,131.78,1.368,6.29,12.22,1942,-1.1,2.19,11.1,330.0,0
94.03,134.99,1.473,2.05,13.91,2812,0.42,-1.36,1.2,329.5,1
90.0,131.39,1.483,5.34,15.38,2110,-1.93,-4.91,-20.7,323.1,0
104.09,152.59,1.464,-1.73,15.2,2864,7.97,-3.25,1.5,330.0,0
103.13,152.56,1.508,-1.27,13.74,2351,-4.23,0.02,-9.2,330.0,1
85.71,124.44,1.455,-1.99,13.69,2748,-1.75,-4.66,-15.2,301.9,0
99.02,148.55,1.474,2.25,14.75,3329,-1.52,-0.74,-7.5,330.0,0
107.97,155.26,1.468,1.7,13.03,2341,6.12,-3.48,-2.1,330.0,0
108.47,156.18,1.445,0.11,10.89,2767,-3.96,4.1,11.9,330.0,1
108.21,156.02,1.418,-1.54,13.33,1988,1.28,5.41,20.9,330.0,0
100.31,154.44,1.55,-2.3,11.2,3422,0.75,-2.65,-3.6,330.0,1
93.24,131.23,1.423,1.35,18.54,2304,1.0,0.64,-6.0,321.2,1
91.33,131.69,1.41,0.1,17.06,3067,3.71,-2.4,-10.3,315.0,1
102.76,150.91,1.476,-0.56,14.7,2578,3.65,-0.77,0.1,330.0,1
103.03,153.72,1.465,6.14,16.28,2507,-1.35,4.51,5.5,330.0,1
110.3,151.71,1.366,1.25,13.17,2827,0.58,-1.17,-5.8,330.0,1
108.8,164.23,1.517,5.31,11.08,2078,-5.59,-0.72,-11.5,330.0,0
98.94,144.11,1.444,-0.1,12.32,3097,0.3,-2.36,-0.0,330.0,0
90.05,125.37,1.383,2.23,14.09,2124,-2.38,2.87,8.0,291.7,0
97.45,150.8,1.521,1.33,14.16,2870,-0.56,-7.0,-19.0,330.0,0
101.74,149.97,1.488,-3.59,13.15,2640,-5.06,-1.11,-8.1,330.0,1
98.38,135.29,1.374,5.79,17.79,2410,1.21,-0.11,-2.2,318.2,0
95.38,147.68,1.55,1.09,11.31,2326,-5.09,-1.65,-11.1,330.0,1
102.02,153.73,1.49,3.74,12.26,2398,0.44,2.16,12.5,330.0,1
95.97,136.53,1.449,-0.76,17.09,2162,-3.68,3.01,13.3,322.2,1
94.98,149.32,1.545,1.01,15.66,2651,-2.55,-3.53,-16.2,330.0,1
102.49,150.76,1.46,-1.1,11.44,2686,3.46,5.23,12.6,330.0,0
96.78,136.88,1.448,5.21,14.5,2044,1.76,-3.56,-20.6,330.0,1
101.95,146.81,1.41,2.43,13.54,2429,3.45,3.22,13.5,330.0,1
102.19,157.32,1.485,2.6,14.01,2504,4.68,0.37,-7.1,330.0,1
90.88,136.89,1.479,5.57,16.37,1988,-2.32,-1.26,3.6,330.0,1
96.15,143.07,1.451,4.97,22.0,2244,4.5,-1.02,5.4,330.0,0
111.5,156.61,1.403,3.8,14.9,1920,-4.4,-0.08,-9.4,330.0,1
90.7,128.07,1.458,-2.77,14.02,3821,2.24,0.52,-2.1,289.0,1
83.07,115.49,1.446,-0.59,7.74,3112,-1.48,-2.3,-3.7,273.5,1
85.11,117.23,1.37,-1.51,11.02,2814,-2.79,-0.58,-12.1,281.7,1
100.23,135.01,1.362,3.68,17.98,2906,1.84,-1.93,-10.6,316.6,0
100.25,146.47,1.484,2.01,14.91,1589,2.83,-3.04,-11.8,330.0,0
99.06,128.01,1.294,-2.67,4.0,1609,2.75,-2.04,-3.2,291.4,0
109.71,161.98,1.462,0.93,15.35,2364,0.64,-2.87,-5.6,330.0,1
78.62,108.11,1.421,-2.98,17.71,2159,0.4,-1.05,4.0,251.9,0
103.17,156.57,1.528,1.34,7.48,2413,1.58,1.08,12.0,330.0,1
112.49,163.56,1.42,-3.47,16.35,2901,0.91,0.3,2.2,330.0,1
90.98,132.83,1.49,3.09,5.76,2829,1.62,4.94,25.3,287.4,1
96.96,140.46,1.426,2.63,16.74,1930,0.61,-5.53,-22.6,330.0,0
93.98,135.7,1.457,7.22,15.5,2346,2.53,1.17,-3.8,330.0,0
92.85,140.09,1.494,4.04,7.37,2364,-4.88,0.02,-9.8,328.9,1
97.39,141.26,1.422,0.23,14.42,2743,-0.39,2.04,1.8,330.0,1
111.42,170.07,1.51,3.95,17.84,2129,-4.15,1.79,-2.5,330.0,1
114.7,161.75,1.39,-2.69,13.15,3384,0.83,-0.41,-6.2,330.0,1
97.31,139.94,1.468,-1.39,14.27,2637,4.93,0.43,4.7,330.0,1
115.24,176.26,1.505,2.5,12.64,3248,-1.42,-1.86,-4.5,330.0,0
100.28,147.25,1.49,-4.97,5.67,2543,0.38,1.53,16.1,330.0,0
114.03,177.39,1.55,1.39,15.56,2851,2.27,-4.7,-24.1,330.0,1
99.25,140.02,1.404,-1.56,17.7,2667,-6.2,1.94,-8.4,314.4,1
101.05,139.37,1.367,1.8,17.02,2344,-1.57,-0.06,-6.8,328.0,1
102.92,143.94,1.39,-1.73,6.43,2989,1.09,-1.22,1.6,330.0,1
125.0,184.09,1.49,2.77,9.43,2299,-8.0,-0.58,-12.9,330.0,1
106.81,154.69,1.48,1.56,11.01,1400,-2.93,-0.4,-9.3,330.0,1
94.34,139.56,1.456,5.7,10.22,1400,3.3,3.24,19.6,317.3,1
107.75,149.44,1.383,1.52,13.66,3081,3.01,7.0,33.8,330.0,0
97.11,148.14,1.496,-0.81,13.9,3202,1.12,3.05,11.9,330.0,1
96.08,132.15,1.377,0.76,8.98,3404,2.65,-1.41,-6.7,306.3,0
107.27,159.49,1.52,-2.53,14.44,2744,0.65,1.57,7.9,330.0,0
100.25,157.8,1.55,2.72,15.75,1855,1.67,1.68,6.5,330.0,1
102.23,149.55,1.472,3.27,12.5,2215,-0.95,-2.31,-10.7,330.0,1
100.11,149.52,1.485,8.0,15.28,2125,0.35,-3.15,-13.7,330.0,1
102.69,144.25,1.42,-0.37,7.02,2169,-1.9,-0.16,2.7,330.0,0
103.4,142.81,1.341,0.7,12.25,3300,3.79,2.02,13.1,330.0,1
84.5,117.28,1.414,-0.23,12.94,3621,4.56,-4.03,-2.4,275.3,0
105.33,144.98,1.384,2.14,14.25,2687,4.14,-1.8,6.7,330.0,1
92.14,125.88,1.363,2.65,15.06,2436,-1.22,1.43,6.3,293.6,0
88.46,134.39,1.55,1.34,14.2,1937,-2.86,0.1,-6.1,316.5,1
99.53,146.78,1.466,4.76,13.87,3010,3.83,3.54,23.2,330.0,1
100.67,152.3,1.473,-0.35,13.74,2655,1.63,-3.53,-7.6,330.0,0
94.45,133.98,1.431,4.46,17.57,2202,0.99,5.88,37.4,311.1,0
106.65,154.52,1.44,3.12,13.8,2630,-1.9,-3.84,-13.9,330.0,1
89.26,127.72,1.508,1.46,14.47,2249,1.28,-5.07,-12.0,306.1,1
96.74,139.99,1.448,0.56,12.64,2633,-3.26,-0.15,-2.7,327.6,1
95.32,140.47,1.482,8.0,13.86,1471,1.9,-2.84,-8.2,330.0,1
99.63,141.24,1.438,-0.95,14.24,3146,4.14,-0.1,3.1,330.0,1
102.23,148.84,1.429,2.39,12.17,2409,4.89,-0.18,7.0,330.0,1
91.94,124.73,1.366,-0.75,13.9,3166,2.13,-0.49,4.0,300.9,0
105.79,140.4,1.331,6.86,15.48,2098,-4.15,-2.11,-5.4,330.0,0
100.5,143.21,1.434,4.16,13.54,2289,0.59,1.08,6.3,330.0,1
84.86,118.55,1.453,-0.54,11.83,2087,6.42,-0.79,2.1,280.8,1
84.33,112.94,1.373,3.04,12.54,2760,-2.61,2.76,4.6,266.5,1
99.9,147.05,1.448,2.27,8.86,2069,-0.18,-0.45,-9.7,330.0,1
98.23,137.48,1.453,-0.05,14.13,2384,4.24,-2.41,6.6,328.5,1
99.17,129.06,1.321,3.77,15.02,2374,1.85,-4.22,-15.8,301.5,0
99.78,138.2,1.395,2.67,16.48,2494,7.44,-0.43,13.2,330.0,0
101.8,154.46,1.474,2.15,12.16,1703,-2.2,-3.17,-12.1,330.0,0
107.58,160.41,1.473,1.37,19.17,2414,-2.97,-3.37,-13.6,330.0,1
91.11,124.41,1.381,2.79,12.84,2790,3.67,1.32,8.3,283.0,0
90.62,135.53,1.46,2.19,11.14,2298,-3.59,-4.44,-24.6,316.7,0
91.25,136.06,1.511,1.68,10.61,2398,-0.59,3.53,5.8,303.3,1
102.31,155.64,1.497,-0.42,7.65,2698,-0.2,0.4,11.5,330.0,1
109.96,155.42,1.444,6.58,19.9,2148,3.11,-0.11,4.0,330.0,1
96.55,139.97,1.422,-1.65,16.54,2235,1.84,-2.59,-0.1,330.0,0
79.99,111.94,1.412,2.78,15.78,2417,1.37,1.91,16.6,284.9,0
86.37,125.09,1.478,0.54,10.5,3015,-1.21,-0.01,-3.9,295.0,0
93.34,135.89,1.462,6.78,20.81,1720,3.65,-1.72,0.9,330.0,1
95.54,142.83,1.488,-1.21,11.52,2504,8.0,0.5,11.6,330.0,1
96.73,139.79,1.458,-0.71,11.95,2021,2.07,-4.21,-19.2,330.0,0
100.31,151.76,1.499,-1.41,16.82,3108,0.3,-4.09,-15.1,330.0,1
97.51,140.48,1.456,2.47,15.84,2410,-3.89,-2.8,-10.9,330.0,1
108.39,163.83,1.497,-2.62,18.69,2375,-1.91,0.87,-2.2,330.0,1
94.59,143.21,1.502,0.06,13.77,2638,-0.64,-0.01,-2.7,330.0,0
93.1,130.35,1.402,-4.96,10.07,2356,-1.6,2.62,6.2,304.5,1
103.83,138.19,1.342,2.22,11.94,2002,-0.05,-2.3,4.6,329.1,0
87.71,135.69,1.543,-0.0,7.46,1943,5.33,1.44,0.4,313.2,1
103.12,152.48,1.465,-2.96,11.13,2298,3.74,-0.28,6.5,330.0,1
100.82,140.97,1.347,4.76,18.1,2925,-0.48,-2.36,-10.3,330.0,0
98.82,141.41,1.407,-2.42,13.95,2415,-3.62,0.96,-4.8,327.3,1
112.71,171.08,1.496,3.89,14.42,2576,4.01,-0.17,2.6,330.0,1
95.02,143.91,1.433,-0.6,9.8,2260,-0.15,-1.57,-1.7,330.0,1
116.48,166.61,1.419,6.3,15.89,2564,-5.18,0.1,-1.5,330.0,1
98.2,151.85,1.534,3.75,17.35,1913,2.14,-0.32,2.5,330.0,0
89.78,126.3,1.387,-1.52,13.76,2709,3.08,-0.38,8.9,294.0,1
100.56,138.47,1.402,-1.25,13.06,2699,-7.28,-1.03,-4.7,330.0,0
91.39,132.56,1.463,3.32,11.77,3449,-2.47,-3.26,-9.5,304.1,0
93.99,137.22,1.473,0.71,15.85,2841,-0.33,0.19,-3.0,327.1,1
103.18,154.3,1.48,0.99,4.0,2274,2.2,-2.01,-1.4,330.0,1
104.44,156.72,1.505,5.32,16.01,2589,-1.55,-2.55,-7.8,330.0,1
95.02,139.26,1.462,-0.75,20.45,3607,-2.5,-0.6,-10.0,330.0,1
107.9,162.34,1.479,1.77,9.1,1760,2.18,1.84,-0.4,330.0,0
109.26,158.89,1.434,4.36,13.8,1959,-1.4,0.46,-12.2,330.0,1
111.49,161.68,1.454,3.93,14.35,2258,1.63,-1.33,-2.3,330.0,1
104.24,150.14,1.456,1.02,11.97,2351,-3.33,-1.43,-7.2,330.0,0
110.91,165.09,1.463,0.63,16.33,2412,-4.06,1.59,-6.4,330.0,1
84.95,129.06,1.496,-3.72,13.12,2236,2.27,-5.99,-12.0,308.5,0
97.46,140.54,1.483,-1.67,12.87,3332,0.76,1.99,8.8,318.1,1
93.06,134.41,1.453,2.46,16.25,1813,2.77,-4.69,-5.0,323.1,0
100.95,141.9,1.401,1.09,13.43,2445,-1.6,-3.54,-12.1,330.0,1
95.43,140.71,1.454,1.72,22.0,2967,-2.39,-1.29,-13.8,330.0,1
98.67,145.18,1.448,4.62,15.07,2309,4.08,5.43,26.6,330.0,1
115.06,168.88,1.462,-2.06,12.86,2283,-4.57,4.19,13.2,330.0,1
98.64,154.36,1.55,0.79,8.15,1946,3.75,1.77,7.4,330.0,0
103.31,146.71,1.419,2.07,12.09,2373,3.96,0.89,-0.8,330.0,1
98.14,143.11,1.475,-0.61,16.23,2296,2.58,-4.66,-12.6,330.0,1
100.61,151.67,1.514,5.79,11.02,2345,-2.06,0.39,-7.1,330.0,1
100.05,145.71,1.456,4.23,8.01,1716,-2.45,-1.37,-1.0,330.0,1
103.59,160.47,1.55,2.37,13.93,2824,-0.63,-2.04,-10.3,330.0,0
109.32,151.32,1.427,6.88,19.52,2239,-3.89,0.39,7.0,330.0,1
113.18,165.32,1.469,-3.0,12.08,2865,-2.89,-1.18,-20.3,330.0,0
102.48,143.82,1.402,1.48,12.51,3160,1.93,2.17,10.7,330.0,1
104.72,148.93,1.429,2.6,8.33,2247,1.95,-4.84,-6.0,330.0,0
90.79,132.39,1.465,-1.24,13.92,2348,-3.15,0.19,-8.5,321.2,1
99.3,150.24,1.501,2.4,15.82,2209,2.03,-2.2,-6.2,330.0,1
107.52,155.27,1.469,-1.82,7.02,2623,1.36,-1.02,-4.4,330.0,1
106.93,159.05,1.526,3.57,17.65,2345,4.53,0.76,4.0,330.0,1
101.69,146.0,1.444,4.67,16.93,1946,1.71,-2.79,-6.3,330.0,1
107.09,155.06,1.43,2.32,17.21,1551,3.18,0.41,-2.5,330.0,0
103.93,165.3,1.55,-4.06,13.33,2591,1.43,-0.53,-0.8,330.0,1
109.6,163.47,1.474,-1.4,14.47,2846,2.94,-1.65,0.8,330.0,1
102.31,140.27,1.407,3.19,15.68,2470,-3.86,-1.18,-10.0,320.8,1
97.15,136.25,1.408,1.56,16.15,3046,-0.37,-0.39,-7.8,326.9,1
102.69,143.73,1.393,-6.0,5.44,3840,-0.12,-1.92,-0.7,309.6,1
76.56,115.75,1.506,5.23,10.33,2628,-0.73,0.02,3.6,257.5,1
103.06,148.54,1.428,1.91,11.46,3108,1.33,-0.7,-7.1,330.0,1
75.0,107.03,1.458,-0.96,12.28,3002,1.9,-1.53,-10.8,242.1,1
86.21,124.84,1.446,4.48,15.73,3100,1.18,3.97,9.6,297.1,1
103.61,155.84,1.494,-0.53,13.79,3465,-0.53,1.04,6.3,330.0,0
103.82,147.33,1.399,-0.57,16.15,3062,-2.21,-0.96,-4.3,330.0,1
90.7,123.65,1.385,2.58,17.35,2763,3.29,0.36,10.0,291.3,1
94.3,137.15,1.463,6.84,12.78,2097,1.05,-2.57,-9.7,330.0,0
110.96,158.14,1.486,6.37,15.95,2199,-3.06,-1.09,-13.0,330.0,1
96.13,139.75,1.47,2.58,11.36,2293,-0.58,-0.8,2.0,330.0,1
117.94,163.98,1.401,2.89,13.45,2706,-5.23,-3.12,-20.5,330.0,1
99.98,146.49,1.491,3.87,15.32,2043,0.11,0.97,4.6,330.0,1
103.26,145.54,1.405,-2.27,4.0,2650,-0.6,-1.26,-14.4,330.0,0
112.93,160.08,1.419,3.43,21.44,1400,-1.72,-0.89,-8.6,330.0,0
101.05,135.15,1.393,-0.7,14.45,3418,4.75,-1.42,6.8,311.4,1
91.98,141.09,1.528,2.46,12.07,2353,-3.47,7.0,16.0,326.9,0
99.12,145.17,1.488,0.82,19.07,2756,2.12,-1.66,1.6,330.0,0
99.72,149.42,1.486,3.0,13.01,3076,6.56,-5.17,-24.2,330.0,0
89.08,132.63,1.525,1.85,14.05,2624,3.23,-4.0,-13.5,302.9,0
97.95,151.9,1.55,-6.0,9.44,3610,-0.09,1.9,5.5,330.0,1
94.06,126.04,1.347,2.04,18.67,1919,-3.4,3.34,18.1,314.0,1
107.39,151.72,1.406,3.43,13.88,3473,-4.09,-1.7,-17.9,330.0,0
100.28,142.01,1.413,2.84,14.44,2919,-1.23,3.2,13.7,330.0,1
